Month,Quarter,Region_Code,Region_Name,Parent_Name,Org_ONS_Code,Org_Code,Org_Name,Age,Eligible,Screened,Coverage(%),No. screens to reach target,National Rank,Total_Orgs,National_Coverage(%),Coverage_Change
2023-12-31,2023-24 Q3,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000187,02A,Greater Manchester ICB - 02A,50-64,21490,16705,77.73382968822709,487,9,106,74.69422737324946,0.26395581942227864
2023-12-31,2023-24 Q3,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000205,02H,Greater Manchester ICB - 02H,50-64,30735,22925,74.58923051895233,1663,63,106,74.69422737324946,-0.27556304390216724
2023-12-31,2023-24 Q3,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000217,14L,Greater Manchester ICB - 14L,50-64,44125,30180,68.39660056657225,5120,105,106,74.69422737324946,0.06592871580041049
2023-12-31,2023-24 Q3,E40000005,South East,NHS Hampshire and Isle of Wight Integrated Care Board,E38000137,10R,Hampshire and Isle of Wight ICB - 10R,50-64,18025,13045,72.37170596393896,1375,91,106,74.69422737324946,0.34280101674607977
2023-12-31,2023-24 Q3,E40000005,South East,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,D9Y0V,Hampshire and Isle of Wight ICB - D9Y0V,50-64,157625,118480,75.16574147501981,7620,57,106,74.69422737324946,-0.10930895354343306
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,18C,Herefordshire and Worcestershire ICB - 18C,50-64,78675,60465,76.85414680648236,2475,25,106,74.69422737324946,0.04995055496314649
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Hertfordshire and West Essex Integrated Care Board,E38000049,06K,Hertfordshire and West Essex ICB - 06K,50-64,56975,44575,78.23606845107504,1005,2,106,74.69422737324946,0.14427074601766776
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Hertfordshire and West Essex Integrated Care Board,E38000079,06N,Hertfordshire and West Essex ICB - 06N,50-64,60600,46780,77.1947194719472,1700,18,106,74.69422737324946,0.8281626763911163
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Hertfordshire and West Essex Integrated Care Board,E38000197,07H,Hertfordshire and West Essex ICB - 07H,50-64,30315,23530,77.61834075540162,722,13,106,74.69422737324946,0.1739073855222273
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000052,02Y,Humber and North Yorkshire ICB - 02Y,50-64,32580,25535,78.37630448127686,529,1,106,74.69422737324946,0.18137658470799067
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000085,03F,Humber and North Yorkshire ICB - 03F,50-64,25540,18545,72.6115896632733,1887,90,106,74.69422737324946,-0.6039608207118903
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000119,03H,Humber and North Yorkshire ICB - 03H,50-64,15890,11975,75.36186280679674,737,56,106,74.69422737324946,0.16933661060939187
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000122,03K,Humber and North Yorkshire ICB - 03K,50-64,17445,12875,73.80338205789624,1081,77,106,74.69422737324946,-0.9742363065226982
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000188,03Q,Humber and North Yorkshire ICB - 03Q,50-64,34310,26485,77.1932381229962,963,19,106,74.69422737324946,0.1342076991730039
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000241,42D,Humber and North Yorkshire ICB - 42D,50-64,47005,36770,78.22572066801405,834,3,106,74.69422737324946,0.09104326588261813
2023-12-31,2023-24 Q3,E40000005,South East,NHS Kent and Medway Integrated Care Board,E38000237,91Q,Kent and Medway ICB - 91Q,50-64,177810,132300,74.40526404589168,9948,68,106,74.69422737324946,0.10086364394554437
2023-12-31,2023-24 Q3,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000014,00Q,Lancashire and South Cumbria ICB - 00Q,50-64,14620,10380,70.99863201094391,1316,97,106,74.69422737324946,-1.208998622177461
2023-12-31,2023-24 Q3,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000015,00R,Lancashire and South Cumbria ICB - 00R,50-64,16620,11505,69.22382671480143,1791,102,106,74.69422737324946,-0.4475630952679097
2023-12-31,2023-24 Q3,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000034,00X,Lancashire and South Cumbria ICB - 00X,50-64,18460,14050,76.11050920910077,718,37,106,74.69422737324946,-0.25563360865494644
2023-12-31,2023-24 Q3,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,01A,Lancashire and South Cumbria ICB - 01A,50-64,35030,25720,73.42278047387953,2304,82,106,74.69422737324946,-0.6214793143428778
2023-12-31,2023-24 Q3,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000227,01E,Lancashire and South Cumbria ICB - 01E,50-64,19005,14345,75.48013680610366,859,53,106,74.69422737324946,0.14393311716516166
2023-12-31,2023-24 Q3,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000228,01K,Lancashire and South Cumbria ICB - 01K,50-64,33020,24625,74.57601453664445,1791,65,106,74.69422737324946,-0.24994007593504364
2023-12-31,2023-24 Q3,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000200,02G,Lancashire and South Cumbria ICB - 02G,50-64,11375,8645,76.0,455,40,106,74.69422737324946,-0.12696719125099776
2023-12-31,2023-24 Q3,E40000010,North West,NHS Lancashire and South Cumbria Integrated Care Board,E38000226,02M,Lancashire and South Cumbria ICB - 02M,50-64,19265,14735,76.48585517778355,677,28,106,74.69422737324946,-0.4018252238060853
2023-12-31,2023-24 Q3,E40000011,Midlands,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",E38000051,03W,"Leicester, Leicestershire and Rutland ICB - 03W",50-64,34865,27260,78.18729384769827,632,5,106,74.69422737324946,0.2344699082955941
2023-12-31,2023-24 Q3,E40000011,Midlands,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",E38000097,04C,"Leicester, Leicestershire and Rutland ICB - 04C",50-64,30400,21130,69.50657894736842,3190,100,106,74.69422737324946,-0.10406047953526354
2023-12-31,2023-24 Q3,E40000011,Midlands,"NHS Leicester, Leicestershire and Rutland Integrated Care Board",E38000201,04V,"Leicester, Leicestershire and Rutland ICB - 04V",50-64,36900,28670,77.69647696476964,850,11,106,74.69422737324946,0.07553685239469132
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Lincolnshire Integrated Care Board,E38000238,71E,Lincolnshire ICB - 71E,50-64,79020,60275,76.27815742849911,2941,33,106,74.69422737324946,-0.43078084814602846
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000106,06Q,Mid and South Essex ICB - 06Q,50-64,37885,29190,77.04896396990894,1118,24,106,74.69422737324946,0.30284274802671973
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000185,07G,Mid and South Essex ICB - 07G,50-64,15160,11700,77.17678100263852,428,20,106,74.69422737324946,0.6632530090676738
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000007,99E,Mid and South Essex ICB - 99E,50-64,25635,19465,75.93134386580846,1043,43,106,74.69422737324946,-0.1515927514162314
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000030,99F,Mid and South Essex ICB - 99F,50-64,17650,13715,77.70538243626063,405,10,106,74.69422737324946,0.18061868811079762
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Mid and South Essex Integrated Care Board,E38000168,99G,Mid and South Essex ICB - 99G,50-64,17210,12690,73.7361998837885,1078,78,106,74.69422737324946,0.6976751010776638
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Norfolk and Waveney Integrated Care Board,E38000239,26A,Norfolk and Waveney ICB - 26A,50-64,101965,78690,77.17353994017554,2882,21,106,74.69422737324946,0.34059685749180346
2023-12-31,2023-24 Q3,E40000003,London,NHS North Central London Integrated Care Board,E38000240,93C,North Central London ICB - 93C,50-64,140205,99470,70.94611461788097,12694,98,106,74.69422737324946,0.43762777339470915
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000130,00L,North East and North Cumbria ICB - 00L,50-64,34775,26875,77.28253055355859,945,17,106,74.69422737324946,-0.07943087324719045
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000163,00N,North East and North Cumbria ICB - 00N,50-64,14575,10880,74.6483704974271,780,62,106,74.69422737324946,-0.31764364069144335
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000176,00P,North East and North Cumbria ICB - 00P,50-64,26895,20410,75.88771147053356,1106,44,106,74.69422737324946,-0.3993861382183326
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000215,01H,North East and North Cumbria ICB - 01H,50-64,34190,26620,77.85902310617139,732,8,106,74.69422737324946,-0.449274983372149
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000212,13T,North East and North Cumbria ICB - 13T,50-64,41970,31375,74.7557779366214,2201,59,106,74.69422737324946,-0.36682359649292096
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000247,16C,North East and North Cumbria ICB - 16C,50-64,64900,47955,73.89060092449922,3965,76,106,74.69422737324946,0.2686748526639491
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000234,84H,North East and North Cumbria ICB - 84H,50-64,53655,40990,76.39548970273042,1934,30,106,74.69422737324946,-0.07914838293815762
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS North East and North Cumbria Integrated Care Board,E38000127,99C,North East and North Cumbria ICB - 99C,50-64,21395,16225,75.83547557840618,891,45,106,74.69422737324946,-0.20935281290832108
2023-12-31,2023-24 Q3,E40000003,London,NHS North East London Integrated Care Board,E38000255,A3A8R,North East London ICB - A3A8R,50-64,165860,121790,73.42939828771253,10898,81,106,74.69422737324946,0.4201552138844704
2023-12-31,2023-24 Q3,E40000003,London,NHS North West London Integrated Care Board,E38000256,W2U3Z,North West London ICB - W2U3Z,50-64,211415,145290,68.72265449471419,23842,104,106,74.69422737324946,0.40283688483280855
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Northamptonshire Integrated Care Board,E38000262,78H,Northamptonshire ICB - 78H,50-64,72745,53130,73.03594748779985,5066,86,106,74.69422737324946,-0.2327177572838508
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000008,02Q,Nottingham and Nottinghamshire ICB - 02Q,50-64,12260,9455,77.12071778140293,353,22,106,74.69422737324946,0.11705965037533872
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,52R,Nottingham and Nottinghamshire ICB - 52R,50-64,95655,74240,77.61225236527103,2284,14,106,74.69422737324946,-0.3004663128474476
2023-12-31,2023-24 Q3,E40000011,Midlands,"NHS Shropshire, Telford and Wrekin Integrated Care Board",E38000257,M2L0M,"Shropshire, Telford and Wrekin ICB - M2L0M",50-64,51225,39115,76.35919960956564,1865,32,106,74.69422737324946,0.33035857018501247
2023-12-31,2023-24 Q3,E40000006,South West,NHS Somerset Integrated Care Board,E38000150,11X,Somerset ICB - 11X,50-64,58695,44600,75.98602947440158,2356,41,106,74.69422737324946,-0.2006996862067183
2023-12-31,2023-24 Q3,E40000003,London,NHS South East London Integrated Care Board,E38000244,72Q,South East London ICB - 72Q,50-64,172580,125965,72.9893382779001,12099,87,106,74.69422737324946,0.04978350254474151
2023-12-31,2023-24 Q3,E40000003,London,NHS South West London Integrated Care Board,E38000245,36L,South West London ICB - 36L,50-64,146230,106650,72.93305067359638,10334,88,106,74.69422737324946,0.3508479961476638
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000006,02P,South Yorkshire ICB - 02P,50-64,25560,19710,77.11267605633803,738,23,106,74.69422737324946,-0.008500321738566186
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000044,02X,South Yorkshire ICB - 02X,50-64,30165,22390,74.22509530913311,1742,72,106,74.69422737324946,-0.0352005725142277
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000141,03L,South Yorkshire ICB - 03L,50-64,24265,18465,76.09725942715846,947,38,106,74.69422737324946,0.07355253060673306
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS South Yorkshire Integrated Care Board,E38000146,03N,South Yorkshire ICB - 03N,50-64,48685,36970,75.93714696518434,1978,42,106,74.69422737324946,0.04342416880668054
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000028,04Y,Staffordshire and Stoke-on-Trent ICB - 04Y,50-64,12995,9835,75.68295498268564,561,49,106,74.69422737324946,0.24009560033731248
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,05D,Staffordshire and Stoke-on-Trent ICB - 05D,50-64,14100,10490,74.39716312056738,790,69,106,74.69422737324946,-0.08658107378774105
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000126,05G,Staffordshire and Stoke-on-Trent ICB - 05G,50-64,21950,16565,75.46697038724373,995,54,106,74.69422737324946,-1.1461641123261046
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000153,05Q,Staffordshire and Stoke-on-Trent ICB - 05Q,50-64,21005,15765,75.05355867650559,1039,58,106,74.69422737324946,-0.14739826129346056
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000173,05V,Staffordshire and Stoke-on-Trent ICB - 05V,50-64,14755,11000,74.55099966113183,804,67,106,74.69422737324946,-0.27484380287582155
2023-12-31,2023-24 Q3,E40000011,Midlands,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000175,05W,Staffordshire and Stoke-on-Trent ICB - 05W,50-64,23555,17360,73.6998514115899,1484,79,106,74.69422737324946,-0.0703724812030373
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Suffolk and North East Essex Integrated Care Board,E38000086,06L,Suffolk and North East Essex ICB - 06L,50-64,38505,30090,78.1456953642384,714,6,106,74.69422737324946,0.17276717335920466
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Suffolk and North East Essex Integrated Care Board,E38000117,06T,Suffolk and North East Essex ICB - 06T,50-64,32725,25015,76.44003055767762,1165,29,106,74.69422737324946,-0.2642347283184421
2023-12-31,2023-24 Q3,E40000007,East of England,NHS Suffolk and North East Essex Integrated Care Board,E38000204,07K,Suffolk and North East Essex ICB - 07K,50-64,26975,20940,77.6274328081557,640,12,106,74.69422737324946,0.33235084094258127
2023-12-31,2023-24 Q3,E40000005,South East,NHS Surrey Heartlands Integrated Care Board,E38000264,92A,Surrey Heartlands ICB - 92A,50-64,105835,79885,75.48070109132141,4783,52,106,74.69422737324946,0.536040378398738
2023-12-31,2023-24 Q3,E40000005,South East,NHS Sussex Integrated Care Board,E38000021,09D,Sussex ICB - 09D,50-64,28475,20885,73.34503950834065,1895,83,106,74.69422737324946,0.47824344766922877
2023-12-31,2023-24 Q3,E40000005,South East,NHS Sussex Integrated Care Board,E38000265,70F,Sussex ICB - 70F,50-64,87875,66335,75.48790896159318,3965,51,106,74.69422737324946,0.24531272412350802
2023-12-31,2023-24 Q3,E40000005,South East,NHS Sussex Integrated Care Board,E38000235,97R,Sussex ICB - 97R,50-64,57695,42745,74.08787589912471,3411,74,106,74.69422737324946,0.1097145992518449
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000025,02T,West Yorkshire ICB - 02T,50-64,21305,16225,76.15583196432763,819,36,106,74.69422737324946,-0.5575306129092894
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000190,03R,West Yorkshire ICB - 03R,50-64,35905,27225,75.8250939980504,1499,46,106,74.69422737324946,-0.5627854674832236
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000225,15F,West Yorkshire ICB - 15F,50-64,69030,52160,75.56135013762132,3064,50,106,74.69422737324946,0.07709305440354797
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000232,36J,West Yorkshire ICB - 36J,50-64,51970,38600,74.27361939580527,2976,71,106,74.69422737324946,0.23605342250505146
2023-12-31,2023-24 Q3,E40000012,North East and Yorkshire,NHS West Yorkshire Integrated Care Board,E38000254,X2C4Y,West Yorkshire ICB - X2C4Y,50-64,39605,30930,78.09619997475066,754,7,106,74.69422737324946,-0.0992313034218455
2024-03-31,2023-24 Q4,E40000006,South West,"NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",E38000231,92G,"Bath and North East Somerset, Swindon and Wiltshire ICB - 92G",25-49,157430,113345,71.99707806644223,12599,40,106,67.46060789818952,0.48797640551765653
2024-03-31,2023-24 Q4,E40000007,East of England,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",E38000249,M1J4Y,"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y",25-49,206400,134650,65.2374031007752,30470,91,106,67.46060789818952,-0.00826127600565485
2024-03-31,2023-24 Q4,E40000011,Midlands,NHS Birmingham and Solihull Integrated Care Board,E38000258,15E,Birmingham and Solihull ICB - 15E,25-49,285180,173410,60.80720948173084,54734,101,106,67.46060789818952,0.0457738015381679
2024-03-31,2023-24 Q4,E40000011,Midlands,NHS Black Country Integrated Care Board,E38000259,D2P2L,Black Country ICB - D2P2L,25-49,224775,148265,65.96151707262818,31555,85,106,67.46060789818952,0.9534279451508922
2024-03-31,2023-24 Q4,E40000006,South West,"NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",E38000222,15C,"Bristol, North Somerset and South Gloucestershire ICB - 15C",25-49,197885,137685,69.57829042120423,20623,66,106,67.46060789818952,-0.39618392110882894
2024-03-31,2023-24 Q4,E40000005,South East,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",E38000136,10Q,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 10Q",25-49,139130,91145,65.5106734708546,20159,88,106,67.46060789818952,0.44566416287025845
2024-03-31,2023-24 Q4,E40000005,South East,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",E38000223,14Y,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 14Y",25-49,97305,66920,68.77344432454653,10924,71,106,67.46060789818952,0.15717886149069216
2024-03-31,2023-24 Q4,E40000005,South East,"NHS Buckinghamshire, Oxfordshire and Berkshire West Integrated Care Board",E38000221,15A,"Buckinghamshire, Oxfordshire and Berkshire West ICB - 15A",25-49,102585,68810,67.07608324803822,13258,79,106,67.46060789818952,1.383341479047175
2024-03-31,2023-24 Q4,E40000007,East of England,NHS Cambridgeshire and Peterborough Integrated Care Board,E38000260,06H,Cambridgeshire and Peterborough ICB - 06H,25-49,181330,118560,65.38355484475818,26504,90,106,67.46060789818952,0.6170697883693066
2024-03-31,2023-24 Q4,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000068,01F,Cheshire and Merseyside ICB - 01F,25-49,21970,15435,70.25489303595812,2141,60,106,67.46060789818952,1.0877287197286165
2024-03-31,2023-24 Q4,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000091,01J,Cheshire and Merseyside ICB - 01J,25-49,29615,20890,70.5385784230964,2802,58,106,67.46060789818952,0.0004618311681525711
2024-03-31,2023-24 Q4,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000161,01T,Cheshire and Merseyside ICB - 01T,25-49,25640,17335,67.60920436817473,3177,74,106,67.46060789818952,0.5377872088841116
2024-03-31,2023-24 Q4,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000170,01V,Cheshire and Merseyside ICB - 01V,25-49,17585,12685,72.13534262155245,1383,38,106,67.46060789818952,1.8471069903565365
2024-03-31,2023-24 Q4,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000172,01X,Cheshire and Merseyside ICB - 01X,25-49,31860,22250,69.83678593848084,3238,63,106,67.46060789818952,0.33621407420329774
2024-03-31,2023-24 Q4,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000194,02E,Cheshire and Merseyside ICB - 02E,25-49,37455,27325,72.95421172073155,2639,30,106,67.46060789818952,1.1185967707098143
2024-03-31,2023-24 Q4,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000208,12F,Cheshire and Merseyside ICB - 12F,25-49,53120,37975,71.48908132530121,4521,46,106,67.46060789818952,0.9540845781426697
2024-03-31,2023-24 Q4,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000233,27D,Cheshire and Merseyside ICB - 27D,25-49,125145,92245,73.71049582484318,7871,19,106,67.46060789818952,0.6426731200380544
2024-03-31,2023-24 Q4,E40000010,North West,NHS Cheshire and Merseyside Integrated Care Board,E38000101,99A,Cheshire and Merseyside ICB - 99A,25-49,104625,63780,60.96057347670251,19920,100,106,67.46060789818952,0.06061413154291273
2024-03-31,2023-24 Q4,E40000006,South West,NHS Cornwall and the Isles of Scilly Integrated Care Board,E38000089,11N,Cornwall and the Isles of Scilly ICB - 11N,25-49,85400,61180,71.63934426229508,7140,43,106,67.46060789818952,0.7580685736328405
2024-03-31,2023-24 Q4,E40000011,Midlands,NHS Coventry and Warwickshire Integrated Care Board,E38000251,B2M3M,Coventry and Warwickshire ICB - B2M3M,25-49,184505,120865,65.50770981816211,26739,89,106,67.46060789818952,-0.3926603132515254
2024-03-31,2023-24 Q4,E40000011,Midlands,NHS Derby and Derbyshire Integrated Care Board,E38000261,15M,Derby and Derbyshire ICB - 15M,25-49,177275,129025,72.78240022563813,12795,32,106,67.46060789818952,0.11636743686352702
2024-03-31,2023-24 Q4,E40000006,South West,NHS Devon Integrated Care Board,E38000230,15N,Devon ICB - 15N,25-49,187300,133540,71.29738387613455,16300,48,106,67.46060789818952,0.12153273838919176
2024-03-31,2023-24 Q4,E40000006,South West,NHS Dorset Integrated Care Board,E38000045,11J,Dorset ICB - 11J,25-49,120435,85415,70.9220741478806,10933,54,106,67.46060789818952,-0.09778872769915381
2024-03-31,2023-24 Q4,E40000005,South East,NHS Frimley Integrated Care Board,E38000252,D4U1Y,Frimley ICB - D4U1Y,25-49,148945,104020,69.83785961260868,15136,62,106,67.46060789818952,0.5723415638819489
2024-03-31,2023-24 Q4,E40000006,South West,NHS Gloucestershire Integrated Care Board,E38000062,11M,Gloucestershire ICB - 11M,25-49,107130,78675,73.43881265751891,7029,22,106,67.46060789818952,-0.10911498811562126
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000016,00T,Greater Manchester ICB - 00T,25-49,54350,35310,64.96780128794848,8170,92,106,67.46060789818952,-0.8145206870035366
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000024,00V,Greater Manchester ICB - 00V,25-49,35205,24310,69.05269137906548,3854,68,106,67.46060789818952,0.8287698670181527
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000135,00Y,Greater Manchester ICB - 00Y,25-49,44815,30290,67.58897690505411,5562,75,106,67.46060789818952,0.192589595316349
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000080,01D,Greater Manchester ICB - 01D,25-49,42240,29120,68.93939393939394,4672,70,106,67.46060789818952,-0.021167313681516475
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000143,01G,Greater Manchester ICB - 01G,25-49,62265,39140,62.86035493455392,10672,97,106,67.46060789818952,0.4856803187171508
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000174,01W,Greater Manchester ICB - 01W,25-49,55125,42250,76.64399092970523,1850,3,106,67.46060789818952,1.0998521605084477
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000263,01Y,Greater Manchester ICB - 01Y,25-49,38240,26460,69.19456066945607,4132,67,106,67.46060789818952,0.2505783280740559
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000187,02A,Greater Manchester ICB - 02A,25-49,42090,31580,75.02969826562129,2092,13,106,67.46060789818952,0.7697885817276529
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000205,02H,Greater Manchester ICB - 02H,25-49,56485,41310,73.13446047623263,3878,28,106,67.46060789818952,0.3115339660923411
2024-03-31,2023-24 Q4,E40000010,North West,NHS Greater Manchester Integrated Care Board,E38000217,14L,Greater Manchester ICB - 14L,25-49,144350,83180,57.623830966401115,32300,104,106,67.46060789818952,0.03815003704948339
2024-03-31,2023-24 Q4,E40000005,South East,NHS Hampshire and Isle of Wight Integrated Care Board,E38000137,10R,Hampshire and Isle of Wight ICB - 10R,25-49,42010,27250,64.8655082123304,6358,93,106,67.46060789818952,1.9445410174861877
2024-03-31,2023-24 Q4,E40000005,South East,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,D9Y0V,Hampshire and Isle of Wight ICB - D9Y0V,25-49,268445,187285,69.76661886047421,27471,64,106,67.46060789818952,0.6461181016342863
2024-03-31,2023-24 Q4,E40000011,Midlands,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,18C,Herefordshire and Worcestershire ICB - 18C,25-49,122000,87730,71.90983606557377,9870,42,106,67.46060789818952,1.0398353204974882
2024-03-31,2023-24 Q4,E40000007,East of England,NHS Hertfordshire and West Essex Integrated Care Board,E38000049,06K,Hertfordshire and West Essex ICB - 06K,25-49,108850,79260,72.81580156178227,7820,31,106,67.46060789818952,0.6605627689864235
2024-03-31,2023-24 Q4,E40000007,East of England,NHS Hertfordshire and West Essex Integrated Care Board,E38000079,06N,Hertfordshire and West Essex ICB - 06N,25-49,121050,86565,71.51177199504338,10275,45,106,67.46060789818952,0.8693552565694915
2024-03-31,2023-24 Q4,E40000007,East of England,NHS Hertfordshire and West Essex Integrated Care Board,E38000197,07H,Hertfordshire and West Essex ICB - 07H,25-49,56300,41315,73.38365896980463,3725,24,106,67.46060789818952,0.639003066494439
2024-03-31,2023-24 Q4,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000052,02Y,Humber and North Yorkshire ICB - 02Y,25-49,42485,32840,77.29786983641284,1148,1,106,67.46060789818952,1.5171223197973944
2024-03-31,2023-24 Q4,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000085,03F,Humber and North Yorkshire ICB - 03F,25-49,54195,36585,67.50622751176307,6771,76,106,67.46060789818952,0.30382420721932135
2024-03-31,2023-24 Q4,E40000012,North East and Yorkshire,NHS Humber and North Yorkshire Integrated Care Board,E38000119,03H,Humber and North Yorkshire ICB - 03H,25-49,26290,19210,73.06960821605173,1822,29,106,67.46060789818952,0.6148418104346689
